title,bvid,link,up,play,bulletchat,reply,like,coin,favorite,share,labels,length
苏醒的龙皇神话【水无月菌】,BV1xe411X746,https://b23.tv/BV1xe411X746,水无月菌,2716086,7410,5392,231956,179523,50674,19826,"['桌游棋牌创作挑战', '游戏', '桌游棋牌', '游戏王', '桌游棋牌', '实况解说', '娱乐', '游戏王 Master Duel', '桌游棋牌创作营第十一期（斗地主）']",762
《原神》角色演示-「芙宁娜：世界皆舞台」,BV1ZG411X71k,https://b23.tv/BV1ZG411X71k,原神,11341913,48013,48409,620586,429808,225913,120816,"['游戏', '手机游戏', '原神', '枫丹', '原神枫丹', '芙宁娜', '米哈游', 'miHoYo']",194
钢铁侠、美队确认回归！托比蜘蛛侠，金刚狼领衔主演《复联6》,BV16Q4y1n7vm,https://b23.tv/BV16Q4y1n7vm,努力的Lorre,4966739,7747,6463,203592,18896,23361,41877,"['人人都能聊影视', '影视', '影视杂谈', '最强安利王3.0']",324
“监控”四位同事30天，我们终于揪出了电费刺客,BV1re411X72v,https://b23.tv/BV1re411X72v,先看评测,3589176,8471,7181,215439,94826,64224,28527,"['万物研究所', '科技', '数码', '黑科技', '数码', '科技', '真相', '刺客', '数码科技', '侦察', '调研', '电费', '万物研究所·第11期']",516
【进击的巨人】高燃纸片还原团长！心脏撒撒给呦！！,BV1ra4y1D7vA,https://b23.tv/BV1ra4y1D7vA,纸动画-甄强,4319085,1524,1631,485773,57815,60787,10973,"['Call of Silence', '我的绘画高光时刻', '生活', '绘画', '绘画', '手工', '进击的巨人', '创意', '动画', '纸动画制作过程', '纸动画', '一起来画画吧！寻找创意大神']",126
【流浪地球3 | “催更版”预告】没时间了，开始吧！,BV1XM411D7b4,https://b23.tv/BV1XM411D7b4,电影流浪地球,1444974,3946,7370,165022,52310,38288,42217,"['影视', '预告·资讯', '刘慈欣', '流浪地球', '吴京', '刘德华', '科幻', '预告片', '电影', '流浪地球3', '郭帆']",123
天玑9300性能前瞻：发哥太强了！,BV1dQ4y1J7LC,https://b23.tv/BV1dQ4y1J7LC,极客湾Geekerwan,2144078,21216,15555,139152,55973,17546,41383,"['科技', '数码', '手机', '评测', '天玑', '天玑9300', '联发科', 'MTK', '发哥']",767
千古佳话？政治谎言？尧舜禅让心甘情愿？《史记》原文全解读【故事】02,BV1cN4y1D7Bw,https://b23.tv/BV1cN4y1D7Bw,木鱼水心,2564554,11442,4333,242502,200607,60847,7309,"['影视', '影视杂谈', '历史', '人文', '知识', '木鱼水心', '故事HISTORY', '史记', '司马迁', '尧舜', '禅让', '二十四史']",1898
唱《奢香夫人》，做气质学生,BV1TG41197SK,https://b23.tv/BV1TG41197SK,努力生活的西鱼,5102909,8687,6877,296089,68496,53973,19228,"['奢香夫人', '翻唱的N种打开方式', '音乐', '翻唱', '翻唱', '凤凰传奇', '唱歌', '女声', '校园']",265
【刘宇宁X关大洲】一开口就是中国人心中的江湖！磁性烟嗓蕴含锋芒剑意，诸君且听《龙吟》！,BV1t94y1G7A1,https://b23.tv/BV1t94y1G7A1,网易逆水寒,1439735,16543,6902,40266,19648,20743,11870,"['逆水寒手游', '音乐', '原创音乐', '刘宇宁', '关大洲', '音乐', '武侠', '江湖', '龙吟', 'mmo']",293
《绝区零》降噪测试预告 | 请戴好安全帽，我们出发！,BV1WC4y1H75n,https://b23.tv/BV1WC4y1H75n,绝区零,6323002,9563,18431,375231,94216,57552,67012,"['游戏', '手机游戏', '绝区零']",185
大圣展开，坐杀博徒!,BV1mu4y1h7zU,https://b23.tv/BV1mu4y1h7zU,鹿云清,1717259,603,1424,190289,31962,63899,4326,"['All My People', '鬼畜星探企划', '鬼畜', '人力VOCALOID', '孙悟空', '搞笑', '齐天大圣', '西游记', 'All my people', '坐杀博徒', '赌狗摇', '悟空传', '蜜汁带感']",67
【新英雄朵莉亚&海诺】CG《人鱼之歌》—— “今晚的烟火大会，一起去看吧”,BV1mc411d7ae,https://b23.tv/BV1mc411d7ae,王者荣耀,4926450,12428,7327,168135,18287,58365,23085,"['游戏', '电子竞技', '美人鱼', '王者荣耀', '电子竞技', '王者新英雄朵莉亚今日上线', '王者朵莉亚人鱼之歌CG', 'MOBA']",898
你三个鸡娃儿是点家教都没得啊！,BV1Sc41197kE,https://b23.tv/BV1Sc41197kE,果子哥哥工作室,2910769,1037,1658,312953,31666,71671,45148,"['生活', '搞笑', '重庆方言', '方言配音', '大坏狐狸']",137
在家做个反重力感的悬浮边几，cup差点儿烧了～,BV1NQ4y1p7DL,https://b23.tv/BV1NQ4y1p7DL,王一工iMok,3711210,1524,1432,241499,8996,37572,5460,"['いいのかな (这样好吗)', '家居整活大赏', '生活', '家居房产', 'DIY', '悬浮茶几', '张拉整体', '我在B站搞装修']",207
【白嫖失败】3分钟带你感受中国超级大枪的压迫感！,BV15C4y1H7LK,https://b23.tv/BV15C4y1H7LK,含亮老师,3076295,10116,6332,351924,248171,39615,6848,"['亮出你的格斗技', '运动', '运动综合', '冷兵器', '武术', '传统武术', '有亿点功夫第3期']",199
【真实锐评】WBG晋级四强：打个NRG闹麻了，纠正一下 是闹进四强了！,BV1qj411a7DY,https://b23.tv/BV1qj411a7DY,真实电竞,1021579,3059,3832,42433,5172,1457,1278,"['英雄联盟S13', '游戏', '电子竞技', '小虎', 'BLG', 'JDG', 'LPL', 'LNG', 'xiaohu', 'theshy', 'WBG', 'wbg']",383
作者发烧55度做出来的免费游戏,BV1jN411G7a5,https://b23.tv/BV1jN411G7a5,某幻君,4309303,22837,3562,265192,111853,129711,10141,"['游戏', '单机游戏', '搞笑', '娱乐', '游戏', '某幻', '沙雕', '独自在家']",2299
三局之内定胜负，否则……【原神MMD|素晴】,BV1Ge411R7m2,https://b23.tv/BV1Ge411R7m2,Stormz67,2429567,723,1056,373270,16504,75012,8111,"['原神UP主激励计划', '动画', 'MMD·3D', 'MMD', '原神', '抽卡', '胡桃', '为美好的世界献上祝福', '原神MMD', '芙宁娜', 'Stormz67']",54
剧情解读【进击的巨人最终季】后篇--不负十年--完结撒花,BV1bw411s79q,https://b23.tv/BV1bw411s79q,壮烈成仁-,1622412,16712,11750,119926,117099,61643,15194,"['Love & Loss', '动画', '动漫杂谈', '三笠', '进击的巨人', '进击的巨人最终季', '兵长', '艾伦耶格尔', '谏山创', '巨人', 'mappa']",2529
爆改绵羊料理！结果实在是绷不住了！！,BV15w411M7cb,https://b23.tv/BV15w411M7cb,宝剑嫂,2602102,9072,3773,233279,79474,22985,5979,"['秋冬松弛感妆容', '时尚', '美妆护肤', '化妆', '美妆', '搞笑', '生活', '美妆教程', '日常', '绵羊料理', '分享', '妆容', '秋冬时尚灵感手册']",565
《崩坏：星穹铁道》1.5版本PV：「迷离幻夜谈」,BV1Uu4y1h7RG,https://b23.tv/BV1Uu4y1h7RG,崩坏星穹铁道,2403124,4683,4000,143232,26540,19019,8894,"['游戏', '手机游戏', '崩坏：星穹铁道', '银枝', '崩坏星穹铁道', '藿藿', '迷离幻夜谈', '米哈游', 'miHoYo', '版本PV']",172
《剑 齿 虎》,BV1yz4y1A7a5,https://b23.tv/BV1yz4y1A7a5,聒噪的山海君,1822386,2415,2041,107230,31055,9153,9779,"['The Fox', '英雄联盟S13', '游戏', '电子竞技', 'the shy', 'LPL', '英雄联盟', '电子竞技', 'xiaohu', 'S赛', 'WBG', '游戏鉴赏家', '整活']",433
【原神】夏洛蒂的普通攻击也太好玩了~,BV12Q4y1n7u6,https://b23.tv/BV12Q4y1n7u6,莫娜摸鱼专用,2159082,2608,4115,162486,13108,19398,22828,"['Welcome To New York', '原神UP主激励计划', '游戏', '手机游戏', '无伤', '游戏视频', '枫丹全是水，所以我要水视频', '1血', '夏洛蒂', '整活', '雷电将军', '雷神周本']",236
打呼噜不是病，打起来真要命,BV1aH4y1z7dr,https://b23.tv/BV1aH4y1z7dr,星有野,2778532,1995,1919,225128,25154,20855,6994,"['动画', '短片·手书', '动画短片', '搞笑', '动画', '生活', '原创动画', '日常', '猫小弟', '星有野', '打呼噜']",139
豪门黑吃黑！他们竟然合作悬疑片了！？全员反派！年度巨作《你在说谎》震撼上映！,BV1nN4y1r75d,https://b23.tv/BV1nN4y1r75d,y_黑鲨麦旋风,1274596,8040,9123,137257,85789,59008,17716,"['影视神仙剪刀手', '影视', '影视剪辑', '杨蓉', '张若昀', '魏大勋', '刘亦菲', '赵丽颖', '影视剪辑', '电影', '陈都灵', '神仙剪刀手', '赵仁杰']",666
UP主耗时半年多，为你讲述英国是如何从一个边缘岛国崛起为世界霸主，再到最后退缩回不列颠，这跌宕起伏的千年英国史。,BV1TQ4y1n7kK,https://b23.tv/BV1TQ4y1n7kK,周侃侃plus,1467346,6427,1809,114710,76781,144781,7230,"['万物研究所', '知识', '人文历史', '历史', '英国', '万物研究所·第11期']",15468
【阿斗】它颠覆了以往所有吸血鬼电影！地球被吸血鬼占领，只剩5%的人类被圈养沦为食物！《嗜血破晓》,BV1hu4y187SV,https://b23.tv/BV1hu4y187SV,阿斗归来了,2513193,9095,2332,84119,10732,16334,2214,"['通勤时间看完一部电影', '影视', '影视杂谈', '科幻', '电影解说', '威廉·达福', '惊悚', '吸血鬼', '伊桑·霍克', '影评杂谈', '最强安利王3.0', '嗜血破晓']",1434
【鬼谷闲谈】纤毛虫：满级单细胞生物是怎样的存在,BV1Aw411M7ee,https://b23.tv/BV1Aw411M7ee,芳斯塔芙,2436362,12143,2325,169917,38918,44747,9422,"['万物研究所', '知识', '科学科普', '生物', '草履虫', '演化', '单细胞生物', '纤毛虫', '鬼谷闲谈', '万物研究所·第11期']",1000
贵妃·年氏：历史上的华妃到底什么样？【雍正王朝】,BV1uz4y1N7uX,https://b23.tv/BV1uz4y1N7uX,正直讲史-李正Str,1083659,7028,2897,58067,28478,8426,3121,"['知识', '人文历史', '华妃', '甄嬛传', '望舒心', '雍正王朝', '雍正', '清朝', '年世兰', '年羹尧', '年妃', '敦肃皇贵妃']",1593
只靠提问，找到6个人里的财务自由者!丨以假乱真1,BV1HC4y1H7uh,https://b23.tv/BV1HC4y1H7uh,-LKs-,2452052,36748,7238,144650,51402,27975,25556,"['今天也在好好生活', '生活', '日常', '理财', '职场', '对比', '消费', '谁是卧底', '挑战', 'FIRE', '资产', '盲猜', '生活万花筒8.0 看见生活B面']",1522
【战双帕弥什】万世同流 | 曲·启明角色动画短片,BV1Le411X7tD,https://b23.tv/BV1Le411X7tD,战双帕弥什,1268501,2319,2807,48475,29385,14934,7214,"['游戏', '手机游戏', '战双帕弥什', 'PV', '游戏CG', '手游', '角色动画短片', '万世同流', '曲', '动作游戏', '战双']",446
醉里挑灯看剑，梦回吹角连营#辛弃疾,BV1pc411R7Yt,https://b23.tv/BV1pc411R7Yt,画客行唯一号,8353817,1970,5707,1141485,138667,130542,16129,"['生活', '绘画', '绘画', '中国', '诗词']",36
教你一张纸折个初音未来,BV1ye411X79s,https://b23.tv/BV1ye411X79s,鸽咕咕咕咕菜,2097137,2124,1943,342581,30207,174034,21344,"['生活', '手工', '折纸', '手工', '初音ミク', '创意', '艺术']",106
“这座无字碑，抹去她姓名，斩断她一生”【傀儡记10.0无名新娘】,BV1J84y197pA,https://b23.tv/BV1J84y197pA,頎三73,838128,1066,1180,84191,30568,24414,4388,"['无字碑', '跳一支秋日国风舞', '舞蹈', '国风舞蹈', '中国风', '舞蹈', '原创编舞', '傀儡记', '73作品', '鬼新娘', '頎三73', '秋日舞蹈激励计划']",124
严重的电路故障往往都有含金量较高的原因,BV1Mu4y1J73V,https://b23.tv/BV1Mu4y1J73V,城阳电工电路,8878664,30283,18024,1189906,413663,199473,170506,"['科技', '科工机械', '电路', '安全用电', '漏电', '故障', '严重', '电工知识']",765
史上最炫团建,BV1EN4y167uS,https://b23.tv/BV1EN4y167uS,小傲想睡觉,6795069,63255,7200,455244,276457,151015,8733,"['双11省学指南', '生活', '搞笑', 'vlog', '搞笑', '生活', '生活记录', '小潮', '沙雕', '团建', '天猫双11', '小潮team']",1611
在自己婚礼上放《大型纪录片》，五星上将麦克阿瑟倾情出演,BV1Tg4y1R7Sg,https://b23.tv/BV1Tg4y1R7Sg,之涵大战L大超,5192500,5332,7800,415498,166822,47555,30002,"['大型纪录片', '影视', '短片', '婚礼', '纪录片', '麦克阿瑟', '五星上将']",101
当寄生虫感染上了寄生虫，谁能胜出？,BV1Ve41197Pq,https://b23.tv/BV1Ve41197Pq,纪录频道Nature,9190111,30449,10481,534295,99809,182345,77672,"['动物圈', '动物二创', '动物世界', '自然', '纪录片']",600
【毕导】13年过去了，我终于毕业啦！,BV19c411o7os,https://b23.tv/BV19c411o7os,毕导,4066358,17718,6697,439459,234577,76565,44525,"['随手记录我的生活碎片', '生活', '日常', '学习', '校园', '毕业', '延毕', '科研', '论文', '博士', '读博', '化工', '生活万花筒8.0 看见生活B面']",1218
印度公主如何成为英国特工？【硬核狠人60】,BV16M411X7A6,https://b23.tv/BV16M411X7A6,小约翰可汗,3248097,23024,6949,242934,119815,39077,7301,"['历史人文档案馆', '知识', '人文历史', '印度', '历史', '英国', '人文', '硬核', '战争', '知识', '特工', '狠人']",1766
史上最打动人心的游戏，玩过的人都致郁了！,BV1zN4y1k7Z1,https://b23.tv/BV1zN4y1k7Z1,明月沧澜,3327102,3827,1570,199771,24168,78969,8018,"['推荐宝藏游戏', '游戏', '单机游戏', '游戏解说', '游戏集锦', 'STEAM', '独立游戏', '游戏资讯', '游戏杂谈', '杂谈', '致郁', '艾迪芬奇的记忆']",1208
创死心里每一只小鹿,BV1oN411W76d,https://b23.tv/BV1oN411W76d,-显眼宝-,5589822,4019,2620,550345,26282,31137,12125,"['春节调休的精神状态', '影视', '小剧场', '原创', '显眼宝', '社恐', '反转搞笑', 'B站小剧场6.0']",129
「小白」关于小米 14/14 Pro 都在这了！,BV1nu4y1Y7XZ,https://b23.tv/BV1nu4y1Y7XZ,小白测评,2788000,18961,10149,110900,53478,19397,17006,"['科技猎手2023', '科技', '数码', '数码', '小米', '小米手机', '小米14', '8Gen3', '小白测评', '手机平板', '小米14Pro', '小米14系列']",1426
送盲人一只「电子导盲犬」，能代替真狗吗？！,BV1AH4y197m6,https://b23.tv/BV1AH4y197m6,庄子HD,2615271,2060,2175,59990,10098,7650,1327,"['和未来做朋友', '生活', '出行', '机器人', '智能', '小米', '科技', '视力障碍者', 'CyberDog2', '带盲人朋友体验智能导盲犬', '导盲犬', '无障碍']",559
如何在家制造可食用餐具,BV1SN411W74G,https://b23.tv/BV1SN411W74G,嘤武罗,5805801,9297,2173,541839,115448,79907,3745,"['美食生活，11UP', '美食', '美食制作', '美食制作', '可食用餐具']",478
致1000年后，这是1215个人留下的信息。,BV1Mc411Z7VY,https://b23.tv/BV1Mc411Z7VY,影视飓风,1979379,6128,3682,211784,91564,57942,14629,"['Lovely paradise', '科技生活，11UP', '生活', '日常', '流浪地球', '4K', 'vlog', '生活记录', '小米', '混剪', '送给未来的礼物', '催泪', '征集', '惊喜生活，11UP']",502
《白荆回廊》终极测试 | Binary Star全新单曲「偶像自白书」正式发布,BV1eH4y197Rs,https://b23.tv/BV1eH4y197Rs,白荆回廊,6276914,2161,2405,107046,55164,46951,3050,"['游戏', '手机游戏', '古剑奇谭', '手机游戏', 'MV', 'PV', '白荆回廊', '芙蕖', '上海烛龙', 'Binary Star', '司危']",129
【爆肝】挑战在一个区块里生存100天，直接挖空！,BV1ch4y1q7Zd,https://b23.tv/BV1ch4y1q7Zd,史蒂猪StevenPig,8620320,5457,1595,319480,125097,136731,5006,"['万物皆可游戏', '游戏', '单机游戏', '我的世界', '沙盒游戏', '单机游戏', 'MC', 'Minecraft', '史蒂猪', '爆肝']",714
【2023共创之夜】完整版回放：欢迎来到王者荣耀,BV1Mj411v7Vy,https://b23.tv/BV1Mj411v7Vy,王者荣耀,10081171,19254,2894,211526,57636,41000,8390,"['游戏', '电子竞技', '王者荣耀']",12653
各地人眼中的正宗美食,BV1tH4y1r71Z,https://b23.tv/BV1tH4y1r71Z,粤知一二,4649937,6733,5595,347508,9144,28318,4099,"['搞笑新星训练营', '生活', '搞笑', '美食', '搞笑', '娱乐', '栋笃笑', '广东', '郭嘉峰', '地域差异', '粤知一二', '搞笑研究所2023 7.0 万圣节来搞怪']",441
两个人的恋爱其实是两个寝室的努力！,BV17y4y1A7bX,https://b23.tv/BV17y4y1A7bX,我是刘大悦le,4221331,736,1813,318394,3045,26253,6997,"['搞笑小剧场开演了', '影视', '小剧场', '搞笑', '原创', '剧情', 'B站小剧场6.0']",106
“如何征服全村的狗子”,BV1DN4y1k7dH,https://b23.tv/BV1DN4y1k7dH,吴木良,3487033,4234,2001,275967,67498,83864,8843,"['双11“抄级”课代表', '生活', '三农', '农村', '诚实一口', '记录美好农村生活', '诚实一口蛋白专家', '小狗', '记录', '乡村生活']",221
《王者荣耀世界》6分钟实机演示发布-「为战斗加点恶作剧」,BV1Sy4y1w7QM,https://b23.tv/BV1Sy4y1w7QM,王者荣耀世界,3299296,20095,25721,119116,8422,10544,51411,"['王者荣耀世界6分钟实机演示发布', '游戏', '网络游戏', 'RPG', '王者荣耀', '实机演示', '开放世界', '6分钟']",403
100块挑战东北早市，看能不能把仨战士吃饱,BV1ve41197Zu,https://b23.tv/BV1ve41197Zu,吃不饱仨战士,2498334,3609,2986,204936,38514,8460,7339,"['金秋十月·美食分享记', '美食', '美食侦探', '东北', '东北早市', '早市']",392
上课做梦打球，10秒内笑失声系列！！！,BV1jN4y1k7e5,https://b23.tv/BV1jN4y1k7e5,No-Solution篮球,6140877,2659,2521,651453,47142,176974,50813,"['Salt', '惊喜生活，11UP', '运动', '篮球', '搞笑', '爆笑', '篮球', '梦中到现实的联系', '不开心必看系列']",82
83岁老人，一人一车骑行全国，一天一百到两百公里，直接刷新了我的认知,BV1ne41197CJ,https://b23.tv/BV1ne41197CJ,我是凡人繁星,1556491,2024,2773,172846,11609,18552,9231,"['やわらかな光 (YAWARAKANA HIKARI)', '三农繁星计划', '生活', '三农', '生活记录', '骑行', '旅途', '老人', '三农繁星计划13.0 天南海北新农人']",96
当父母来到你的城市,BV1SQ4y1H7gQ,https://b23.tv/BV1SQ4y1H7gQ,派小轩,4313433,729,2051,320669,8837,9746,2500,"['搞笑小剧场开演了', '影视', '小剧场', '短片', '搞笑', '剧情', '原创', '剧情向', 'B站小剧场6.0']",107
【半佛】喜茶疯了，奶茶哭了,BV1Qu4y1Y7t8,https://b23.tv/BV1Qu4y1Y7t8,硬核的半佛仙人,2195019,2578,3528,81206,5744,6766,5423,"['万物研究所', '知识', '财经商业', '奶茶', '饮料', '财经', '美食', '生活', '情感', '魔幻', '商业', '喜茶', '万物研究所·第11期']",526
因为生理羞耻，我被一群小学生嘲笑了….,BV1Qg4y1d72Z,https://b23.tv/BV1Qg4y1d72Z,拉宏桑,3768623,7047,6912,292997,160025,58505,10938,"['年轻人的职业有多新奇', '生活', '日常', '搞笑', '生活', '日常', '生活记录', '小学生', '老师', '乡村', '月经', '卫生巾', '生活万花筒8.0 看见生活B面']",368
粉墨设计师给我做衣服？！万元明星礼服随便穿,BV1Rw411q77B,https://b23.tv/BV1Rw411q77B,知名相声演员BBBBB大王,1181630,2137,668,67857,4246,4235,790,"['双11“抄级”课代表', '时尚', '美妆护肤', '种草', '美妆', 'vlog', '韩国', '搞笑', '礼服', '时尚', 'kpop', '设计师', '时髦精的必备单品']",485
误入咒术片场无故加班的普通上班族,BV1zu4y1E7oH,https://b23.tv/BV1zu4y1E7oH,哦桑ohsan,1622950,708,947,116036,8454,21402,6924,"['Killer', '惊喜生活，11UP', '动画', '综合', '误解向', '吉良吉影', '咒术回战', 'JOJO的奇妙冒险', '动漫恶搞', '咒术回战 第二季', 'jojo', '五条悟', '脑洞乱入']",133
《崩坏：星穹铁道》托帕&账账角色PV——「专家教学」,BV1kN4y1r7AL,https://b23.tv/BV1kN4y1r7AL,崩坏星穹铁道,3072826,9722,7682,229298,65567,42883,26585,"['游戏', '手机游戏', '崩坏：星穹铁道', '崩坏星穹铁道', '托帕&账账', '角色PV', '米哈游', 'miHoYo']",118
【vlog】骑着小破车去到内蒙古，找回重新开始的勇气,BV19j411e71L,https://b23.tv/BV19j411e71L,小缸,1150399,28606,8543,164673,268411,61900,16885,"['今天也在好好生活', '生活', '日常', '静静', '小缸team', '内蒙古', '丽丽', '摩旅', '小缸', '巧格i']",1909
星闪技术上手体验：万物互联的根基？,BV1ec41197F6,https://b23.tv/BV1ec41197F6,极客湾Geekerwan,1483721,4511,5433,79711,16186,10988,5580,"['科技生活，11UP', '科技', '数码', '华为', '雷神鼠标', '星闪技术', '星闪鼠标', 'HUAWEI', '星闪', '惊喜生活，11UP']",575
《一种新的聊天方式》,BV1J94y1j7wH,https://b23.tv/BV1J94y1j7wH,不会聊天的小七,3574075,1393,1307,282582,26220,35490,24398,"['今天你搞笑了吗', '生活', '搞笑', '搞笑', '幽默', '交流', '方式', '聊天', '搞笑研究所2023 7.0 万圣节来搞怪']",117
“天下一统”背后隐藏的“惊天动机”！「三国归晋」,BV1nQ4y1H7Eb,https://b23.tv/BV1nQ4y1H7Eb,勇敢De永,2082317,5917,1709,125172,27135,30848,2359,"['知识', '人文历史', '历史', '姜维', '三国', '司马昭', '西晋', '曹髦']",2522
